id,datetime,route_name,direction,destination,line_name,description
1970351,2026-04-02 11:03:00+02,60,"",Nottingham,60,Nottingham - Gedling
1983425,2026-04-02 11:35:00+02,60,"",Gedling,60,Nottingham - Gedling
2001729,2026-04-02 12:13:00+02,60,"",Nottingham,60,Nottingham - Gedling
2015113,2026-04-02 12:45:00+02,60,"",Gedling,60,Nottingham - Gedling
2032664,2026-04-02 13:23:00+02,60,"",Nottingham,60,Nottingham - Gedling
2045364,2026-04-02 13:55:00+02,60,"",Gedling,60,Nottingham - Gedling
2063515,2026-04-02 14:33:00+02,60,"",Nottingham,60,Nottingham - Gedling
2075421,2026-04-02 15:05:00+02,60,"",Gedling,60,Nottingham - Gedling
2091780,2026-04-02 15:43:00+02,60,"",Nottingham,60,Nottingham - Gedling
2106003,2026-04-02 16:15:00+02,60,"",Gedling,60,Nottingham - Gedling
2120407,2026-04-02 16:51:00+02,60,"",Nottingham,60,Nottingham - Gedling
2137098,2026-04-02 17:25:00+02,60,"",Gedling,60,Nottingham - Gedling
2153542,2026-04-02 18:03:00+02,60,"",Nottingham,60,Nottingham - Gedling
2166617,2026-04-02 18:35:00+02,60,"",Gedling,60,Nottingham - Gedling
2180873,2026-04-02 19:13:00+02,60,"",Nottingham,60,Nottingham - Gedling
2193594,2026-04-02 19:45:00+02,60,"",Gedling,60,Nottingham - Gedling
2204001,2026-04-02 20:13:00+02,60,"",Nottingham,60,Nottingham - Gedling
2211687,2026-04-02 20:45:00+02,60,"",Gedling,60,Nottingham - Gedling
2220049,2026-04-02 21:13:00+02,60,"",Nottingham,60,Nottingham - Gedling
2226315,2026-04-02 21:45:00+02,60,"",Gedling,60,Nottingham - Gedling
2234555,2026-04-02 22:13:00+02,60,"",Nottingham,60,Nottingham - Gedling
2239489,2026-04-02 22:45:00+02,60,"",Gedling,60,Nottingham - Gedling
2246925,2026-04-02 23:13:00+02,60,"",Nottingham,60,Nottingham - Gedling
2251758,2026-04-02 23:45:00+02,60,"",Gedling,60,Nottingham - Gedling
2258108,2026-04-03 00:10:00+02,60,"",Nottingham,60,Nottingham - Gedling
2694065,2026-04-04 10:53:00+02,60,"",Nottingham,60,Nottingham - Gedling
2705733,2026-04-04 11:25:00+02,60,"",Gedling,60,Nottingham - Gedling
2719737,2026-04-04 12:03:00+02,60,"",Nottingham,60,Nottingham - Gedling
2735581,2026-04-04 12:35:00+02,60,"",Gedling,60,Nottingham - Gedling
2751767,2026-04-04 13:13:00+02,60,"",Nottingham,60,Nottingham - Gedling
2765789,2026-04-04 13:45:00+02,60,"",Gedling,60,Nottingham - Gedling
2778509,2026-04-04 14:23:00+02,60,"",Nottingham,60,Nottingham - Gedling
2798814,2026-04-04 14:55:00+02,60,"",Gedling,60,Nottingham - Gedling
2810359,2026-04-04 15:33:00+02,60,"",Nottingham,60,Nottingham - Gedling
2825879,2026-04-04 16:05:00+02,60,"",Gedling,60,Nottingham - Gedling
2836497,2026-04-04 16:43:00+02,60,"",Nottingham,60,Nottingham - Gedling
2853954,2026-04-04 17:15:00+02,60,"",Gedling,60,Nottingham - Gedling
2869053,2026-04-04 17:53:00+02,60,"",Nottingham,60,Nottingham - Gedling
2882001,2026-04-04 18:25:00+02,60,"",Gedling,60,Nottingham - Gedling
2896170,2026-04-04 18:58:00+02,60,"",Nottingham,60,Nottingham - Gedling
2904826,2026-04-04 19:30:00+02,60,"",Gedling,60,Nottingham - Gedling
2915305,2026-04-04 19:58:00+02,60,"",Nottingham,60,Nottingham - Gedling
2924158,2026-04-04 20:30:00+02,60,"",Gedling,60,Nottingham - Gedling
2931560,2026-04-04 20:58:00+02,60,"",Nottingham,60,Nottingham - Gedling
3499437,2026-04-07 06:31:00+02,60,"",Nottingham,60,Nottingham - Gedling
3504936,2026-04-07 07:02:00+02,60,"",Gedling,60,Nottingham - Gedling
3516248,2026-04-07 07:29:00+02,60,"",Nottingham,60,Nottingham - Gedling
3524590,2026-04-07 08:00:00+02,60,"",Gedling,60,Nottingham - Gedling
3541120,2026-04-07 08:31:00+02,60,"",Nottingham,60,Nottingham - Gedling
3554334,2026-04-07 09:08:00+02,60,"",Gedling,60,Nottingham - Gedling
3571789,2026-04-07 09:42:00+02,60,"",Nottingham,60,Nottingham - Gedling
3583644,2026-04-07 10:16:00+02,60,"",Gedling,60,Nottingham - Gedling
3603356,2026-04-07 10:53:00+02,60,"",Nottingham,60,Nottingham - Gedling
3617152,2026-04-07 11:25:00+02,60,"",Gedling,60,Nottingham - Gedling
3635120,2026-04-07 12:03:00+02,60,"",Nottingham,60,Nottingham - Gedling
3645398,2026-04-07 12:35:00+02,60,"",Gedling,60,Nottingham - Gedling
3665765,2026-04-07 13:13:00+02,60,"",Nottingham,60,Nottingham - Gedling
3679221,2026-04-07 13:45:00+02,60,"",Gedling,60,Nottingham - Gedling
3696747,2026-04-07 14:23:00+02,60,"",Nottingham,60,Nottingham - Gedling
3707217,2026-04-07 14:55:00+02,60,"",Gedling,60,Nottingham - Gedling
3725697,2026-04-07 15:33:00+02,60,"",Nottingham,60,Nottingham - Gedling
