service_id,operator_id,operator_name,line_name,description
14224,LONC,London Central (Go Ahead),185,Lewisham Station - Catford - Forest Hill - East Dulwich - Camberwell - Oval - Vauxhall - Victoria
14225,LONC,London Central (Go Ahead),188,North Greenwich - Surrey Quays - Canada Water - Elephant & Castle - Tottenham Court Road Station
14226,LONC,London Central (Go Ahead),197,Peckham - Dulwich  - Sydenham  - Norwood Junction - Croydon Town Centre
14227,LONC,London Central (Go Ahead),21,"Lewisham, Shopping Centre - Old Kent Road - London Bridge - Bank - Holloway, Nags Head"
14384,LONC,London Central (Go Ahead),227,Bromley North - Shortlands - Beckenham - Penge - Crystal Palace
14228,LONC,London Central (Go Ahead),244,Queen Elizabeth Hospital - Plumstead Common Road - Woolwich - Broadwaters - Abbey Wood
14229,LONC,London Central (Go Ahead),269,"Bexleyheath, Town Centre - Sidcup - Queen Marys Hospital - Chislehurst Common and Station - Bromley North"
14230,LONC,London Central (Go Ahead),286,"Queen Mary's Hospital - Eltham - Blackheath (Royal Standard) - Westcombe Park - Greenwich, Cutty Sark"
14231,LONC,London Central (Go Ahead),291,Queen Elizabeth Hospital - Woolwich Arsenal - Raglan Road - Plumstead Common - Woodlands Estate
14232,LONC,London Central (Go Ahead),321,"Foots Cray, Tesco - Sidcup - Eltham - Lewisham - New Cross Gate"
14234,LONC,London Central (Go Ahead),343,Tower Gateway - Tower Bridge - London Bridge Station - Elephant & Castle - Aylesbury Estate - Southampton Way Estate - Peckham Rye - Nunhead - New Cross Gate
14235,LONC,London Central (Go Ahead),35,Clapham Junction - Brixton - Elephant & Castle - London Bridge - Shoreditch
14388,LONC,London Central (Go Ahead),352,Bromley North - Hayesford Park - Park Langley - Beckenham - Lower Sydenham
14390,LONC,London Central (Go Ahead),354,Penge - Anerley - Beckenham - Ravensbourne - Bromley North
14236,LONC,London Central (Go Ahead),355,Mitcham - Tooting - Balham - King's Avenue - Brixton
14237,LONC,London Central (Go Ahead),36,Queen's Park - Paddington - Victoria - Peckham - New Cross Gate
14238,LONC,London Central (Go Ahead),360,Elephant & Castle - Vauxhall - Pimlico - Sloane Square - Royal Albert Hall
14239,LONC,London Central (Go Ahead),37,Putney Heath - Wandsworth - Clapham Junction - Brixton - Peckham
14240,LONC,London Central (Go Ahead),386,Woolwich - Plumstead Common Road - Queen Elizabeth Hospital - Blackheath (Royal Standard) - Blackheath Village
14241,LONC,London Central (Go Ahead),40,Dulwich Library - Denmark Hill - Elephant & Castle - Southwark Station  - Clerkenwell Green
14242,LONC,London Central (Go Ahead),401,"Thamesmead, Town Centre - Crossway - Upper Belvedere -  Woolwich Road - Bexleyheath"
14243,LONC,London Central (Go Ahead),42,"East Dulwich, Sainsbury's - Denmark Hill - Camberwell Green - Tower Bridge - Liverpool Street"
14244,LONC,London Central (Go Ahead),436,"Lewisham, Shopping Centre - New Cross Gate - Peckham - Camberwell - Oval - Vauxhall - Battersea Power Station - Battersea Park Station"
14245,LONC,London Central (Go Ahead),453,Deptford Bridge - New Cross - Old Kent Road - Elephant & Castle - Trafalgar Square - Oxford Circus - Marylebone
14246,LONC,London Central (Go Ahead),469,"Woolwich Common, Queen Elizabeth Hospital - Plumstead - Abbey Wood - Woolwich Road - Belvedere Station - Erith"
14248,LONC,London Central (Go Ahead),484,Lewisham Station - Brockley - Peckham Rye Common - East Dulwich - Camberwell Green
14249,LONC,London Central (Go Ahead),486,North Greenwich - Charlton Village - Queen Elizabeth Hospital - Shooters Hill - Bexleyheath
14250,LONC,London Central (Go Ahead),51,Woolwich - Plumstead Common - Welling - Sidcup - St Mary Cray - Orpington Town Centre and Station
4189,LONC,London Central (Go Ahead),601,Thamesmead - Thamesmead East - Belvedere - Bexleyheath - Wilmington Schools
14251,LONC,London Central (Go Ahead),624,Grove Park - Eltham - Stationers' Crown Woods Academy - Welling Corner
14252,LONC,London Central (Go Ahead),625,"Plumstead Common - Westwood Lane - Sidcup - Queen Mary's Hospital - Chislehurst, War Memorial"
14253,LONC,London Central (Go Ahead),658,Stationers' Crown Woods Academy - Falconwood - Welling - Plumstead Common - Woolwich
14254,LONC,London Central (Go Ahead),78,Shoreditch - Liverpool Street - Tower Bridge - Peckham - Nunhead
14255,LONC,London Central (Go Ahead),89,Lewisham Station - Blackheath - Shooters Hill - Bexleyheath - Slade Green
14256,LONC,London Central (Go Ahead),99,"Woolwich - Plumstead - Bostall Hill - Upper Belvedere - Erith - Slade Green - Barnehurst - Bexleyheath, Town Centre"
14257,LONC,London Central (Go Ahead),B11,"Bexleyheath, Bus Garage - Bexleyheath Station - New Road - Abbey Wood - South Thamesmead, Yarnton Way"
4176,LONC,London Central (Go Ahead),B12,Erith - Bedonwell Road - Pickford Lane -  Bexleyheath - Joydens Wood
14258,LONC,London Central (Go Ahead),B13,Bexleyheath - Upton - Blendon - Days Lane - New Eltham
14259,LONC,London Central (Go Ahead),B15,"Bexleyheath, Shopping Centre and Station - Welling - Falconwood - Eltham Town Centre and Green - Horn Park"
14260,LONC,London Central (Go Ahead),B16,"Bexleyheath, Bus Garage - Welling - Falconwood - Eltham - Kidbrooke"
14261,LONC,London Central (Go Ahead),N1,Tottenham Court Road - Waterloo - Greenwich - Woolwich - Thamesmead
14218,LONC,London Central (Go Ahead),N136,"Oxford Circus - Westminster - Peckham - Catford - Chislehurst, War Memorial"
14219,LONC,London Central (Go Ahead),N171,Hither Green Station - New Cross Gate - Peckham - Elephant & Castle - Tottenham Court Road
14262,LONC,London Central (Go Ahead),N21,Bexleyheath Town Centre - Eltham - Lewisham - New Cross - London Bridge - Trafalgar Square
14233,LONC,London Central (Go Ahead),N343,Trafalgar Square - London Bridge - Elephant & Castle - Peckham - New Cross Gate
14247,LONC,London Central (Go Ahead),N472,North Greenwich - Bugsby Way - Charlton - Woolwich - Plumstead Station - Thamesmead - Abbey Wood
14263,LONC,London Central (Go Ahead),N89,Trafalgar Square - Elephant & Castle - Lewisham - Bexleyheath - Erith
14264,LONC,London Central (Go Ahead),P12,Surrey Quays - Canada Water - Southwark Park - Peckham - Honor Oak Park
14265,LONC,London Central (Go Ahead),P4,Lewisham Station - Brockley Rise - Dulwich - Loughborough Junction - Brixton
14266,LONC,London Central (Go Ahead),SL11,North Greenwich - Bugsby Way - Charlton - Woolwich - Plumstead Station - Thamesmead - Abbey Wood
14207,LDLR,London Docklands Light Railway - TfL,DLR,Stratford International - Woolwich Arsenal // Canning Town - Beckton
14267,LGEN,London General (Go Ahead),106,Finsbury Park - Stoke Newington - Hackney - Bethnal Green - Whitechapel
14268,LGEN,London General (Go Ahead),11,Fulham Broadway - Kings Road - Sloane Square - Victoria - Westminster - Waterloo
14269,LGEN,London General (Go Ahead),123,Wood Green - Turnpike Lane Station - Tottenham Hale - Blackhorse Road Station - Ilford
14270,LGEN,London General (Go Ahead),131,Kingston - Norbiton - New Malden - Shannon Corner - Raynes Park - Wimbledon - South Wimbledon - Colliers Wood  - Tooting Broadway
14271,LGEN,London General (Go Ahead),14,Putney Heath - Fulham Broadway - South Kensington - Piccadilly Circus - Russell Square
14272,LGEN,London General (Go Ahead),144,Muswell Hill - Alexandra Park - Wood Green - Silver Street - Edmonton Green
14273,LGEN,London General (Go Ahead),151,Wallington - Wrythe Green - Sutton - Cheam - Worcester Park
14274,LGEN,London General (Go Ahead),152,Pollards Hill - Mitcham - Colliers Wood - Raynes Park - New Malden
14275,LGEN,London General (Go Ahead),154,West Croydon - Roundshaw - Wallington - Sutton - Morden
14277,LGEN,London General (Go Ahead),155,"Tooting, St George's Hospital - Balham - Clapham South, Common and North - Stockwell - Elephant & Castle"
14278,LGEN,London General (Go Ahead),157,Crystal Palace - Selhurst - Croydon - Carshalton - Morden
14279,LGEN,London General (Go Ahead),163,Morden - Lower Morden - Grand Drive - Raynes Park  - Wimbledon
14280,LGEN,London General (Go Ahead),164,Sutton Station - St Helier - Morden  - Martin Way - Wimbledon
14281,LGEN,London General (Go Ahead),170,"Roehampton, Danebury Avenue - Putney Heath - Wandsworth - Clapham Junction - Victoria"
14282,LGEN,London General (Go Ahead),184,"Turnpike Lane Station - Wood Green - Alexandra Palace Station - Alexandra Park - Bounds Green - Arnos Grove - Osidge - East Barnet - New Barnet - Barnet Church - Barnet, Chesterfield Road"
14283,LGEN,London General (Go Ahead),200,Raynes Park - Copse Hill - Wimbledon - Haydons Road - Mitcham
14284,LGEN,London General (Go Ahead),209,"Mortlake - Barnes Bridge Station - Barnes Pond - Barnes, Red Lion - Castelnau, Lonsdale Road"
14285,LGEN,London General (Go Ahead),212,Chingford Station - St James Street Station or Selborne Walk
14286,LGEN,London General (Go Ahead),213,"Kingston - Worcester Park - Cheam Village - Sutton Town Centre - Sutton, Bushey Road"
14287,LGEN,London General (Go Ahead),214,Highgate - Parliament Hill - Camden Town - King's Cross - Moorgate
14288,LGEN,London General (Go Ahead),219,Wimbledon - Colliers Wood - Tooting Broadway  - Wandsworth Common - Clapham Junction
14289,LGEN,London General (Go Ahead),22,Putney Common - Putney Bridge - Parsons Green - Chelsea Worlds End - Kings Road - Sloane Square - Hyde Park Corner - Green Park  - Oxford Circus
14290,LGEN,London General (Go Ahead),230,Upper Walthamstow - Bakers Arms - Walthamstow Central- Tottenham Hale - Seven Sisters - Wood Green
14291,LGEN,London General (Go Ahead),232,St Raphael's - Brent Cross - New Southgate - Palmers Green - Turnpike Lane Station
14292,LGEN,London General (Go Ahead),265,Putney Bridge - Putney Common - Roehampton Alton Estate - Kingston Vale - Tolworth
14293,LGEN,London General (Go Ahead),280,"Tooting, St George's Hospital - Tooting - Mitcham - Sutton - Belmont"
14294,LGEN,London General (Go Ahead),299,Muswell Hill - Bounds Green - Southgate Green - Reservoir Road - Cockfosters
14295,LGEN,London General (Go Ahead),318,North Middlesex Hospital - The Roundway - Dowsett Road - Tottenham - Stamford Hill
14296,LGEN,London General (Go Ahead),333,Tooting Broadway - Amen Corner - Streatham - Brixton - Elephant & Castle
14297,LGEN,London General (Go Ahead),357,Chingford Hatch - Chingford Mount - Walthamstow - Bakers Arms - Whipps Cross
14298,LGEN,London General (Go Ahead),378,Mortlake - Barnes Bridge Station - Barnes Pond and Red Lion - Putney Common - Putney Bridge
14299,LGEN,London General (Go Ahead),389,"Barnet, The Spires - Fairfield Way - Grasvenor Avenue - Barnet, Western Way"
14300,LGEN,London General (Go Ahead),39,Putney Bridge - Putney Heath - Southfields Station - Wandsworth - Clapham Junction
14301,LGEN,London General (Go Ahead),399,"Barnet, the Spires - Camlet Way - Beech Hill - Lancaster Avenue - Hadley Wood Station"
14302,LGEN,London General (Go Ahead),413,Sutton - Gander Green Lane - Lower Morden - Cannon Hill Lane - Morden
14303,LGEN,London General (Go Ahead),424,"Putney Heath - Hurlingham - Sands End - Fulham Broadway - Fulham, Craven Cottage"
14304,LGEN,London General (Go Ahead),430,"Roehampton, Danebury Avenue - Putney Station and High Street - Putney Bridge - Fulham Cross - South Kensington"
14305,LGEN,London General (Go Ahead),44,Victoria - Battersea - Wandsworth - Earlsfield - Tooting Station
14306,LGEN,London General (Go Ahead),444,Turnpike Lane Station - Wilbury Way - Angel Corner - Upper Edmonton - Chingford Station
14307,LGEN,London General (Go Ahead),456,Crews Hill - Enfield - Highlands Village - Edmonton (Cambridge) - North Middlesex Hospital
14308,LGEN,London General (Go Ahead),470,Colliers Wood - Morden - St Helier - Sutton Common - Sutton Station
14309,LGEN,London General (Go Ahead),476,Northumberland Park - Tottenham - Stoke Newington - Angel - King's Cross
14310,LGEN,London General (Go Ahead),493,"Tooting, St George's Hospital - Wimbledon - Southfields - Roehampton - Richmond"
14311,LGEN,London General (Go Ahead),533,"Hammersmith - Mortlake - Sheen - Barnes Bridge Station - Castelnau, Lonsdale Road"
14312,LGEN,London General (Go Ahead),57,Kingston - Norbiton - Coombe Lane - Raynes Park - Wimbledon - Colliers Wood - Tooting Broadway - Streatham - Clapham Park
14313,LGEN,London General (Go Ahead),677,Ilford - Barkingside - Chigwell - Buckhurst Hill - Debden
14314,LGEN,London General (Go Ahead),690,West Norwood - Herne Hill - Brixton - Clapham Common - Burntwood School
14315,LGEN,London General (Go Ahead),74,Putney - Earl's Court - South Kensington - Marble Arch - Baker Street Station
14316,LGEN,London General (Go Ahead),77,Waterloo - Vauxhall - Clapham Junction - Earlsfield - Tooting Station
14317,LGEN,London General (Go Ahead),80,"Belmont, Highdown and Downview - Sutton - Collingwood Road - Sutton Common Road - Morden South Station - Morden - Middleton Circle - Hackbridge, Reynolds Close"
14318,LGEN,London General (Go Ahead),87,Wandsworth - Clapham Junction - Vauxhall - Trafalgar Square - Aldwych
14319,LGEN,London General (Go Ahead),88,Parliament Hill Fields - Camden Town - Oxford Circus - Westminster - Clapham Common
14320,LGEN,London General (Go Ahead),91,Crouch End - Nags Head - King's Cross - Russell Square  - Trafalgar Square
14321,LGEN,London General (Go Ahead),93,North Cheam - Morden - Wimbledon - Putney Heath - Putney Bridge
14322,LGEN,London General (Go Ahead),BL1,"Lewisham, Shopping Centre - New Cross Gate - Old Kent Road - Elephant & Castle - Waterlioo"
14323,LGEN,London General (Go Ahead),N11,"Ealing Broadway - Acton - Hammersmith - Victoria - Whitehall, Horse Guards"
14276,LGEN,London General (Go Ahead),N155,Morden - Balham - Elephant & Castle - Westminster - Aldwych
14324,LGEN,London General (Go Ahead),N22,Fulwell - Richmond - Putney Bridge - Chelsea - Green Park - Oxford Circus
14325,LGEN,London General (Go Ahead),N44,Aldwych - Victoria - Tooting Broadway - Mitcham - Sutton Station
14326,LGEN,London General (Go Ahead),N74,"Roehampton, Danebury Avenue - Putney - Earls Court - Marble Arch - Baker Street Station"
14327,LGEN,London General (Go Ahead),N87,Kingston - Wimbledon - Clapham Junction - Westminster - Aldwych
14328,LGEN,London General (Go Ahead),N91,Cockfosters  - Southgate - Crouch End - King's Cross - Trafalgar Square
14329,LGEN,London General (Go Ahead),N97,Hammersmith - Fulham Cross - Earls Court - Green Park - Trafalgar Square
14330,LGEN,London General (Go Ahead),S2,Epsom - Ewell Village and East Station - Cheam Broadway and Station - York Road - Sutton Station and Town Centre - Oakhill Road - Edinburgh Road - St Helier Hospital - Rose Hill - St Helier Station
14331,LGEN,London General (Go Ahead),W15,"Higham Hill, Cogan Avenue - Walthamstow - Whipps Cross Hospital - Leytonstone - Hackney, Town Hall"
14654,TRAM,London Tramlink,Tram,New Addington / Elmers End / Beckenham Junction - Croydon - Wimbledon
14095,LULD,London Underground (TfL),Bakerloo,Elephant & Castle - Queen's Park - Harrow & Wealdstone
14096,LULD,London Underground (TfL),Central,Ealing Broadway/West Ruislip - Liverpool Street - Epping/Hainault/Woodford
14097,LULD,London Underground (TfL),Circle,Hammersmith - King's Cross St. Pancras - Victoria - Edgware Road
14098,LULD,London Underground (TfL),District,Ealing Broadway/Richmond/Wimbledon - Earl's Court - Upminster/Edgware Road
14099,LULD,London Underground (TfL),Hammersmith & City,Hammersmith - King's Cross St. Pancras - Barking
14100,LULD,London Underground (TfL),Jubilee,Stanmore - Waterloo - Stratford
14101,LULD,London Underground (TfL),Metropolitan,Amersham/Chesham/Uxbridge/Watford - Baker Street - Aldgate
14102,LULD,London Underground (TfL),Northern,Morden/Battersea Power Station - Bank(not after 2200 Mon-Thu)/Charing Cross - Camden Town - Edgware/High Barnet/Mill Hill East
14103,LULD,London Underground (TfL),Piccadilly,Heathrow Airport/Uxbridge - Hammersmith - Cockfosters
14104,LULD,London Underground (TfL),Victoria,Brixton - Victoria - Walthamstow Central
14105,LULD,London Underground (TfL),Waterloo & City,Waterloo - Bank
14379,MBGA,Metrobus (Go Ahead),119,"Bromley North & South - Hayes - Shirley - East, Central and South Croydon - Purley Way, Colonnades"
14381,MBGA,Metrobus (Go Ahead),127,Purley - Wallington - Carshalton - Mitcham - Tooting Broadway
14383,MBGA,Metrobus (Go Ahead),208,"Lewisham Station - Bellingham - Bromley - Southborough - Orpington, Perry Hall Road"
14385,MBGA,Metrobus (Go Ahead),233,Eltham - Longlands Road - Sidcup - Foots Cray -Swanley
14386,MBGA,Metrobus (Go Ahead),264,West Croydon - Mitcham Common - Mitcham - Tooting - St George's Hospital
14387,MBGA,Metrobus (Go Ahead),320,Biggin Hill Valley - Keston Mark - Bromley - Downham - Catford
14389,MBGA,Metrobus (Go Ahead),353,Ramsden Estate - Orpington Town Centre & Station - Locksbottom - Hayes - Addington Village - Forestdale
14391,MBGA,Metrobus (Go Ahead),358,Orpington - Bromley - Beckenham - Penge - Crystal Palace
14392,MBGA,Metrobus (Go Ahead),359,Purley - Monks Hill - Sanderstead - Purley Downs Road - Addington Interchange
14393,MBGA,Metrobus (Go Ahead),403,Warlingham - Sanderstead - South Croydon - West Croydon
14394,MBGA,Metrobus (Go Ahead),434,"Coulsdon, Ridgemount Avenue - Coulsdon - Purley - Whyteleafe - Caterham"
14395,MBGA,Metrobus (Go Ahead),439,Waddon Marsh - Waddon - Purley Way - Purley Station - Northwood Avenue - Kenley Station - Whyteleafe and Upper Warlingham Stations - Whyteleafe South
14396,MBGA,Metrobus (Go Ahead),450,West Croydon - Upper Norwood - Crystal Palace - Sydenham - Lower Sydenham
14397,MBGA,Metrobus (Go Ahead),463,Coulsdon South - The Mount - Wallington - Beddington - Mitcham Eastfields - Pollards Hill
14398,MBGA,Metrobus (Go Ahead),633,Coulsdon South - Clock House Estate - Woodcote - Beddington - Pollards Hill
14399,MBGA,Metrobus (Go Ahead),664,"Charles Darwin School - Biggin Hill - Coney Hall - Addington Village - New Addington, Homestead Way"
14400,MBGA,Metrobus (Go Ahead),R1,St Paul's Cray - St Mary Cray - Orpington - Chelsfield - Green Street Green
14401,MBGA,Metrobus (Go Ahead),R10,Orpington Station - Green Street Green (continues to Knockholt)
14402,MBGA,Metrobus (Go Ahead),R11,Queen Mary's Hospital - Sidcup - St Mary Cray - Orpington - Green Street Green
14403,MBGA,Metrobus (Go Ahead),R2,"Orpington, Walnuts Centre - Locksbottom - Keston - Biggin Hill - Biggin Hill Valley"
14404,MBGA,Metrobus (Go Ahead),R3,Locksbottom - Shepperton Road - Coppice Estate - Pett's Wood - Poverest - Orpington
14405,MBGA,Metrobus (Go Ahead),R4,St Paul's Cray - St Mary Cray - Derry Downs - Orpington Town Centre and Station - Princess Royal University Hospital
14406,MBGA,Metrobus (Go Ahead),R5,Orpington - Green Street Green (continues to Knockholt)
14407,MBGA,Metrobus (Go Ahead),R7,Chelsfield Village - Orpington Town Centre & Station - Crofton - Bickley - Chislehurst
14408,MBGA,Metrobus (Go Ahead),R8,Orpington Station and Town Centre - Farnborough Hill - Single Street - Biggin Hill - Aperfield
14409,MBGA,Metrobus (Go Ahead),R9,Orpington Station - Orpington Town Centre - Spur Road - Ramsden Estate
14410,MBGA,Metrobus (Go Ahead),S4,Waddon Marsh - Beddington - Roundshaw - Wallington - Stanley Park - Royal Marsden Hospital - Belmont - Sutton Station and Town Centre
14411,MBGA,Metrobus (Go Ahead),SL7,West Croydon - Carshalton - Worcester Park - Teddington - Heathrow Central
14412,MTLN,Metroline Travel,107,Edgware - Elstree -  Borehamwood - Arkley - Barnet - New Barnet Station
14413,MTLN,Metroline Travel,112,"Ealing Broadway - Hanger Lane - Stonebridge Park - Brent Cross - North Finchley, Tally Ho!"
14415,MTLN,Metroline Travel,113,Edgware - Hendon Central - Finchley Road - St John's Wood - Marble Arch
14416,MTLN,Metroline Travel,114,Mill Hill Broadway - Burnt Oak - Queensbury - Kenton - Harrow - South Harrow - South Ruislip - Ruislip
14417,MTLN,Metroline Travel,120,"Hounslow, Bus Station - Southall - Lady Margaret Road - Yeading White Hart - Northolt Station"
14418,MTLN,Metroline Travel,134,North Finchley - Muswell Hill - Archway - Camden Town - Warren Street
14419,MTLN,Metroline Travel,139,Golders Green - West Hampstead - Oxford Circus - Waterloo
14421,MTLN,Metroline Travel,140,"Hayes & Harlington Station - Northolt - South Harrow - Harrow - Harrow Weald, Bus Garage"
8324,MTLN,Metroline Travel,142,Watford Junction Railway Station or Watford Junction Station - Brent Cross Shopping Centre
14422,MTLN,Metroline Travel,143,Brent Cross - Hendon Central - Finchley Central - Highgate - Archway
14423,MTLN,Metroline Travel,153,Finsbury Park Station - Nags Head - Islington Angel - Barbican - Liverpool Street
14424,MTLN,Metroline Travel,16,"Brent Park, Superstores - Cricklewood -  Kilburn - Maida Vale - Paddington"
14425,MTLN,Metroline Travel,17,Archway - Holloway Nags Head - Caledonian Road - King's Cross - Holborn Circus - St Paul's Cathedral - Cannon Street - London Bridge
14426,MTLN,Metroline Travel,182,Harrow Weald - Harrow - Wembley - Neasden - Brent Cross
14427,MTLN,Metroline Travel,186,Northwick Park Hospital - Harrow - Edgware - Hendon Central - Brent Cross
14428,MTLN,Metroline Travel,187,"Central Middlesex Hospital - Harlesden - Kensal Rise - Swiss Cottage - Finchley Road, 02 Centre"
14429,MTLN,Metroline Travel,189,"Brent Cross, Shopping Centre  - Cricklewood - Kilburn - Baker Street - Marble Arch"
14430,MTLN,Metroline Travel,190,Richmond - Chiswick - Stamford Brook - Hammersmith - West Brompton
14431,MTLN,Metroline Travel,204,Sudbury Town - Wembley - Kingsbury - Colindale - Edgware
14432,MTLN,Metroline Travel,206,Wembley Park - Brent Park - Brentfield Road - Harlesden - Kilburn Park
14433,MTLN,Metroline Travel,210,"Finsbury Park - Stroud Green - Hornsey Rise - Archway - Highgate Village - Hampstead Heath - Golders Green - Woodstock - Brent Cross, Shopping Centre"
14434,MTLN,Metroline Travel,222,Uxbridge - Cowley - West Drayton - Cranford - Hounslow
14435,MTLN,Metroline Travel,223,"Harrow View, Eastman Village - Harrow - Northwick Park Hospital - Kenton - South Kenton - Preston Road - The Avenue - Wembley Park - Wembley Central"
14436,MTLN,Metroline Travel,224,"Alperton, Sainsbury's - Beresford Avenue - Park Royal - Central Middlesex Hospital - Harlesden Station - Swaminarayan Temple - Brent Park Superstores - St Raphael's"
14437,MTLN,Metroline Travel,228,"Central Middlesex Hospital - Willesden Junction - White City - Shepherds Bush - Maida Hill, The Chippenham"
14438,MTLN,Metroline Travel,231,Enfield Chase - Enfield Town - Great Cambridge Road - Westbury Avenue - Turnpike Lane Station
14439,MTLN,Metroline Travel,234,Barnet - Friern Barnet -  Muswell Hill - Highgate Wood - Archway
14440,MTLN,Metroline Travel,237,Hounslow Heath - Brentford - Chiswick High Road - Stamford Brook - White City
14441,MTLN,Metroline Travel,240,Golders Green - Hendon - Holders Hill - Mill Hill - Edgware
14442,MTLN,Metroline Travel,245,"Alperton, Sainsburys - Sudbury - North Wembley - Blackbird Cross - Neasden - Cricklewood - Childs Hill - Golders Green"
14443,MTLN,Metroline Travel,251,Arnos Grove - Oakleigh Road South and North - Highwood Hill - Mill Hill Broadway - Edgware Station
8327,MTLN,Metroline Travel,258,Watford Junction Railway Station or Watford Junction Station - South Harrow Bus Station
14444,MTLN,Metroline Travel,260,White City - East Acton - Park Royal - Harlesden - Golders Green
14446,MTLN,Metroline Travel,263,Highbury Barn - Highbury & Islington Station - Holloway Road - Archway - Highgate Village - East Finchley - North Finchley - Whetstone - High Barnet - Barnet Hospital
14448,MTLN,Metroline Travel,266,"Acton, High Street - Horn Lane - North Acton - Harlesden - Church End - Willesden - Cricklewood - Brent Cross, Shopping Centre"
14449,MTLN,Metroline Travel,268,Golders Green - Hampstead - Hampstead Station - Belsize - Finchley Road
14450,MTLN,Metroline Travel,274,"Islington, Angel - Caledonian Park - Camden Town - Baker Street -Lancaster Gate"
14451,MTLN,Metroline Travel,28,Kensal Rise - Notting Hill Gate - Kensington - Fulham - Wandsworth
14452,MTLN,Metroline Travel,282,Ealing Hospital - Greenford -  Northolt - Northwood Hills - Mount Vernon Hospital
14453,MTLN,Metroline Travel,297,"Willesden, Bus Garage - Wembley - Alperton - Perivale - Ealing Broadway"
14454,MTLN,Metroline Travel,30,Euston - Highbury - Hackney - Hackney Wick
14455,MTLN,Metroline Travel,302,Mill Hill Broadway - Burnt Oak - Neasden - Willesden - Kensal Rise
14456,MTLN,Metroline Travel,316,Brent Cross West Station - Cricklewood - Kilburn - Kilburn Park - Queens Park - Ladbroke Grove Sainsburys - Latimer Road Station - Shepherds Bush - White City
14457,MTLN,Metroline Travel,317,Waltham Cross - Turkey Street Station - Enfield Retail Park - Great Cambridge Road - Enfield
14458,MTLN,Metroline Travel,32,Edgware - Burnt Oak - Colindale - Cricklewood - Kilburn Park
14459,MTLN,Metroline Travel,324,"Elstree, Centennial Park - Stanmore - Queensbury - Hendon Central - Brent Cross, Tesco"
8353,MTLN,Metroline Travel,327,Waltham Cross - Freezywater - Bullsmoor Lane - Elsinge Estate
14460,MTLN,Metroline Travel,328,Golders Green - West Hampstead - Kilburn - Westbourne Park - Chelsea
14461,MTLN,Metroline Travel,331,Ruislip - Ruislip Common - Northwood - Harefield - Uxbridge
14462,MTLN,Metroline Travel,382,"Southgate Station - Arnos Grove - New Southgate - Finchley Central - Mill Hill East, Station and Millbrook Park"
14463,MTLN,Metroline Travel,384,Edgware Station - Apex Corner - Barnet Hospital - Barnet - Cockfosters Station
14464,MTLN,Metroline Travel,390,Archway - Tufnell Park - King's Cross - Oxford Circus - Victoria
14465,MTLN,Metroline Travel,393,Clapton Pond - Stoke Newington - Highbury - Kentish Town - Chalk Farm
14466,MTLN,Metroline Travel,4,Archway - Tufnell Park - Finsbury Park - St Pauls - Blackfriars Station
14467,MTLN,Metroline Travel,43,Friern Barnet - Highgate - Holloway Road - Moorgate - London Bridge
14468,MTLN,Metroline Travel,46,Paddington - Warwick Avenue - Hampstead - King's Cross - Bart's Hospital
14469,MTLN,Metroline Travel,460,"Willesden, Bus Garage - Cricklewood - Golders Green - Temple Fortune - North Finchley"
14470,MTLN,Metroline Travel,481,"Kingston - Bushy Park - Teddington - Fulwell - Whitton - Twickenham Stadium - Mogden Lane - Isleworth, West Middlesex Hospital"
14471,MTLN,Metroline Travel,483,"Windmill Park, Three Bridges - Ealing Hospital - Hanwell - West Ealing - Ealing - Hanger Lane - Alperton - Wembley - North Wembley - Harrow Bus Station"
14472,MTLN,Metroline Travel,487,South Harrow - Sudbury Town - Hanger Lane -  Central Middlesex Hospital - Willesden Junction
14473,MTLN,Metroline Travel,491,Waltham Cross - Enfield Island Village - Brimsdown - Edmonton Green - North Middlesex Hospital
14474,MTLN,Metroline Travel,52,"Victoria  - Royal Albert Hall - Notting Hill Gate - Ladbroke Grove - Willesden, Bus Garage"
14475,MTLN,Metroline Travel,6,"Willesden, Bus Garage - Queens Park - Maida Hill - Marble Arch - Victoria"
14476,MTLN,Metroline Travel,603,Muswell Hill - Highgate - Whitestone Pond - Hampstead Station - Swiss Cottage
14477,MTLN,Metroline Travel,606,"Queensbury Station - Barnet, Totteridge Academy"
14478,MTLN,Metroline Travel,617,Turnpike Lane - White Hart Lane - Edmonton (Cambridge) - Bush Hill Station - St Ignatius College
8354,MTLN,Metroline Travel,626,Finchley Central - North Finchley - Whetstone - New Barnet - Dame Alice Owen's School
14479,MTLN,Metroline Travel,629,Wood Green Station - Palmers Green - Enfield - Great Cambridge Road - St Ignatius College
14480,MTLN,Metroline Travel,631,Golders Green - Hoop Lane - Meadway - Southway - Henrietta Barnett School
14481,MTLN,Metroline Travel,632,"Grahame Park, Corner Mead - Colindale - West Hendon - Staples Corner - Cricklewood Broadway - Brondesbury - Kilburn - Kilburn Park"
14482,MTLN,Metroline Travel,634,"Muswell Hill Broadway - Friern Barnet - Whetstone - High Barnet - Barnet, Arkley Hotel"
8335,MTLN,Metroline Travel,635,"Sunbury, St Paul's School - Lower Feltham - Feltham - Hounslow Heath - Hounslow, Bus Station"
14483,MTLN,Metroline Travel,640,South Harrow Station - Harrow - Wealdstone - Harrow Weald - Bentley Wood School
